URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg Sentence Length,Percentage of Complex Words,Fog Index,Avg Number of Words Per Sentence,Complex Word Count,Word Count,Syllable Per Word,Personal Pronouns,Avg Word Length
blackassign0072.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,73,-24,1.98,0.039,15.130952380952381,0.15578284815106216,6.114694091641378,15.130952380952381,198,1271,1.6333595594020456,7,4.964594807238395
blackassign0073.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,28,-36,-8.0,-0.007,23.8125,0.17585301837270342,9.595341207349081,23.8125,201,1143,1.6447944006999125,7,5.118985126859142
blackassign0074.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,38,-22,3.75,0.013,18.272727272727273,0.23134328358208955,7.401628222523745,18.272727272727273,279,1206,1.8623548922056385,11,5.45273631840796
blackassign0075.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,42,-79,-3.27,-0.031,14.083333333333334,0.1614539306846999,5.697914905607214,14.083333333333334,191,1183,1.6720202874049028,15,4.962806424344886
blackassign0076.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33,-11,2.0,0.028,23.176470588235293,0.22208121827411167,9.359420722603764,23.176470588235293,175,788,1.7931472081218274,7,5.33248730964467
blackassign0077.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,18,-7,2.273,0.023,31.466666666666665,0.2309322033898305,12.6790395480226,31.466666666666665,109,472,1.8580508474576272,2,5.52542372881356
blackassign0078.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,35,-17,2.889,0.021,29.379310344827587,0.22300469483568075,11.840926015865307,29.379310344827587,190,852,1.8826291079812207,2,5.615023474178404
blackassign0079.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,32,-27,11.8,0.004,20.75409836065574,0.1943127962085308,8.37936446274571,20.75409836065574,246,1266,1.797788309636651,8,5.466824644549763
blackassign0080.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,43,-11,1.687,0.011,14.735,0.1513403461146929,5.954536138445878,14.735,446,2947,1.64234815066169,4,5.10349507974211
blackassign0081.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,46,-47,-93.0,-0.001,20.477272727272727,0.19589345172031078,8.269266471597215,20.477272727272727,353,1802,1.7169811320754718,14,5.188124306326304
blackassign0082.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,38,-62,-4.167,-0.015,24.5,0.2767857142857143,9.910714285714286,24.5,434,1568,1.9323979591836735,3,5.689413265306122
